Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,New Jersey,Male,65-74 years,"2,400","10,658","1,777","1,251",17,"2,941",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Male,75-84 years,"2,736","12,485","2,122","1,445",21,"3,431",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Male,85 years and over,"2,515","13,212","1,989","1,204",24,"3,324",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,All Ages,"8,699","49,641","6,248","4,087",63,"10,915",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,Under 1 year,0,155,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,0-17 years,,235,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,1-4 years,,23,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,5-14 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,15-24 years,,164,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,18-29 years,23,345,21,10,0,34,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,25-34 years,42,464,35,18,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,30-49 years,193,"1,794",153,91,,259,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,35-44 years,85,830,64,41,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,45-54 years,260,"1,806",208,130,,339,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,50-64 years,955,"5,656",693,473,,"1,182",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,55-64 years,779,"4,556",553,384,,954,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,65-74 years,"1,390","7,576","1,022",695,,"1,722",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,75-84 years,"2,305","11,969","1,752","1,173",12,"2,895",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Female,85 years and over,"3,831","22,066","2,604","1,645",30,"4,817",
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,All Sexes,All Ages,"2,967","23,060","2,491","1,440",61,"4,077",
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,All Ages,"1,635","12,439","1,416",828,32,"2,254",
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,Under 1 year,0,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,0-17 years,,121,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,1-4 years,0,14,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,5-14 years,,27,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,15-24 years,,204,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,18-29 years,14,409,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,25-34 years,39,543,31,18,0,52,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,30-49 years,148,"1,410",128,88,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,35-44 years,69,688,58,42,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,45-54 years,132,934,121,81,,179,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,50-64 years,339,"2,418",289,186,10,452,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,55-64 years,260,"1,903",219,138,,345,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,65-74 years,396,"2,648",342,211,,535,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,75-84 years,415,"2,897",367,209,,580,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Male,85 years and over,322,"2,536",274,127,,471,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,All Ages,"1,332","10,621","1,075",612,29,"1,823",
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,Under 1 year,0,33,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,0-17 years,0,64,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,5-14 years,0,10,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,15-24 years,,81,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,18-29 years,,156,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,25-34 years,17,253,17,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,30-49 years,80,756,81,53,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,35-44 years,38,358,39,26,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,45-54 years,80,574,69,50,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,50-64 years,214,"1,474",193,123,,293,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,55-64 years,163,"1,133",153,91,,232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,65-74 years,275,"1,987",247,151,,375,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,75-84 years,349,"2,614",280,146,,487,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Female,85 years and over,405,"3,570",265,136,,538,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,All Sexes,All Ages,"19,229","128,399","16,628","8,530",281,"27,585",
02/03/2021,01/01/2020,01/30/2021,New York,Male,All Ages,"9,976","64,473","8,997","4,707",142,"14,396",
02/03/2021,01/01/2020,01/30/2021,New York,Male,Under 1 year,,272,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,0-17 years,,465,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,1-4 years,,42,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,5-14 years,,77,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,15-24 years,15,635,18,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,18-29 years,42,"1,233",48,19,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,25-34 years,66,"1,507",67,33,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,30-49 years,393,"4,209",292,180,,512,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,35-44 years,169,"2,019",123,70,,224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,45-54 years,496,"3,669",381,244,,640,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Male,50-64 years,"1,621","11,169","1,342",802,27,"2,186",
02/03/2021,01/01/2020,01/30/2021,New York,Male,55-64 years,"1,310","8,855","1,093",647,24,"1,778",
02/03/2021,01/01/2020,01/30/2021,New York,Male,65-74 years,"2,262","13,461","1,987","1,106",31,"3,170",
02/03/2021,01/01/2020,01/30/2021,New York,Male,75-84 years,"2,743","16,001","2,472","1,299",36,"3,950",
02/03/2021,01/01/2020,01/30/2021,New York,Male,85 years and over,"2,911","17,935","2,849","1,299",36,"4,493",
02/03/2021,01/01/2020,01/30/2021,New York,Female,All Ages,"9,253","63,922","7,631","3,823",139,"13,189",
02/03/2021,01/01/2020,01/30/2021,New York,Female,Under 1 year,0,213,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,0-17 years,,334,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,1-4 years,0,35,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,5-14 years,,59,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,15-24 years,,235,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,18-29 years,15,467,20,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,25-34 years,28,624,29,14,0,43,
02/03/2021,01/01/2020,01/30/2021,New York,Female,30-49 years,168,"2,181",159,82,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,35-44 years,73,993,63,32,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,45-54 years,204,"2,066",184,92,,300,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Female,50-64 years,776,"6,820",750,366,20,"1,178",
02/03/2021,01/01/2020,01/30/2021,New York,Female,55-64 years,652,"5,577",643,316,16,994,
02/03/2021,01/01/2020,01/30/2021,New York,Female,65-74 years,"1,376","9,898","1,230",651,23,"1,978",
02/03/2021,01/01/2020,01/30/2021,New York,Female,75-84 years,"2,353","15,047","1,992","1,048",28,"3,325",
02/03/2021,01/01/2020,01/30/2021,New York,Female,85 years and over,"4,563","29,175","3,476","1,670",58,"6,418",
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,All Sexes,All Ages,"23,737","87,465","13,731","8,969","1,025","28,689",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,All Ages,"13,986","46,439","7,870","5,275",616,"16,667",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,Under 1 year,,221,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,0-17 years,10,357,11,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,1-4 years,,34,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,5-14 years,,61,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,15-24 years,25,450,15,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,18-29 years,66,901,32,16,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,25-34 years,126,"1,171",76,46,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Male,30-49 years,940,"4,026",442,313,66,"1,083",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,35-44 years,436,"1,928",185,131,27,497,
02/03/2021,01/01/2020,01/30/2021,New York City,Male,45-54 years,"1,089","3,679",545,392,77,"1,251",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,50-64 years,"3,152","10,086","1,640","1,152",202,"3,667",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,55-64 years,"2,482","7,826","1,295",904,158,"2,896",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,65-74 years,"3,708","10,563","1,958","1,396",144,"4,279",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,75-84 years,"3,590","10,796","2,106","1,417",113,"4,294",
02/03/2021,01/01/2020,01/30/2021,New York City,Male,85 years and over,"2,520","9,710","1,681",979,82,"3,240",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,All Ages,"9,751","41,023","5,861","3,694",409,"12,022",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,Under 1 year,,180,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,0-17 years,,263,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,1-4 years,,17,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,5-14 years,,47,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,15-24 years,11,173,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,18-29 years,28,325,21,,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,25-34 years,62,445,35,17,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,30-49 years,337,"1,793",178,99,24,420,
02/03/2021,01/01/2020,01/30/2021,New York City,Female,35-44 years,126,838,76,37,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Female,45-54 years,447,"1,866",249,157,36,546,
02/03/2021,01/01/2020,01/30/2021,New York City,Female,50-64 years,"1,468","5,593",848,575,92,"1,761",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,55-64 years,"1,189","4,408",681,469,70,"1,416",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,65-74 years,"2,025","7,131","1,130",777,93,"2,398",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,75-84 years,"2,650","9,690","1,602","1,036",95,"3,239",
02/03/2021,01/01/2020,01/30/2021,New York City,Female,85 years and over,"3,236","16,228","2,077","1,196",100,"4,151",
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,New York City,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,North Carolina,All Sexes,All Ages,"4,078","80,564","6,024","1,752",280,"8,627",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,All Ages,"2,105","41,468","3,176",948,134,"4,464",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,Under 1 year,0,326,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,0-17 years,,564,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,1-4 years,0,53,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,5-14 years,,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,15-24 years,,776,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,18-29 years,,"1,303",15,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,25-34 years,17,"1,401",25,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,30-49 years,125,"3,753",131,50,11,217,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,35-44 years,55,"1,699",54,19,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,45-54 years,144,"3,082",164,61,12,259,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,50-64 years,368,"8,312",532,170,44,774,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,55-64 years,281,"6,505",430,136,37,612,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,65-74 years,532,"9,539",810,238,27,"1,129",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,75-84 years,616,"10,077",955,279,24,"1,316",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Male,85 years and over,456,"7,920",727,209,22,995,
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,All Ages,"1,973","39,086","2,848",804,146,"4,163",
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,Under 1 year,0,261,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,North Carolina,Female,0-17 years,0,398,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
